abundance,year,latitude,longitude,region,th_genus_species,sp_id,input_name,phylum,order,class,family,genus,species,tmax,tmin,n,lat,long,mean_summer_sst_degC
44,1986,43.616669,-62.533329,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
40,1995,45.869251,-58.199085,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
37,1990,43.524586,-62.627499,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
37,1991,44.036671,-61.481165,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
34,1989,44.383331,-59.25,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
32,1979,44.683331,-65.916672,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
32,1984,43.900002,-61.700001,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
32,1992,43.380665,-63.040331,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
30,1994,43.769251,-64.245415,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
30,1994,43.054998,-64.318752,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
29,1990,43.734249,-64.231163,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
29,1991,44.432999,-62.561087,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
29,1991,44.43375,-62.437834,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
27,1984,44.299999,-59.783329,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
26,1975,44.583328,-67.050003,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
25,1983,44.400002,-62.599998,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
95,1996,42.039829,-67.734249,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
60,2007,43.180084,-61.37517,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
60,2003,44.240749,-59.596086,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
36,1996,44.329086,-61.823332,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
57,2000,42.609249,-65.979252,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
41,2003,44.151751,-61.351749,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
37,1998,43.47983,-62.607916,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
42,2006,44.39325,-61.32725,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
35,2000,44.382334,-59.8335,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
39,1999,43.637751,-60.855829,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
71,2005,43.356165,-62.949335,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
38,2001,43.01717,-63.917,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
58,2000,43.254416,-65.35342,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
55,2004,44.056335,-60.466671,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
76,2003,43.43675,-61.254999,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
65,2000,43.253084,-63.278,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
48,1999,42.952501,-65.363415,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
44,1998,42.469,-66.973251,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
36,1995,42.635,-65.130833,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
61,2000,41.68833,-66.184338,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
36,2005,44.372166,-59.253414,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
31,1999,44.805166,-60.929331,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
85,2004,44.700748,-65.946079,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
72,2008,43.425585,-62.717579,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
306,2007,44.985334,-65.307503,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
47,1997,45.557249,-57.923248,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
31,1999,44.689999,-61.153336,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
90,1998,41.81642,-65.997501,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
77,1999,43.103249,-62.512335,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
43,2005,42.65708,-65.29425,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
31,2007,44.332664,-60.812834,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
28,2000,46.363581,-59.914585,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
63,2009,44.311834,-60.023748,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
43,2006,44.633081,-60.819672,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
31,1995,43.154501,-63.992748,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
59,1998,40.833836,-67.0765,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
40,1999,42.946581,-64.675247,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
60,2008,44.1565,-67.06525,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
40,2002,42.459671,-65.6105,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
44,2005,43.26333,-61.543079,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
33,1997,43.291334,-62.61375,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
31,2000,44.264,-60.185665,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
695,1996,41.43717,-67.01825,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
43,2005,43.635834,-61.998587,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
823,1989,40.616669,-69.833328,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
44,1997,43.645084,-61.873585,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
44,2000,42.170086,-66.848999,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
2213,1989,40.51667,-69.566673,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
1757,1992,44.987329,-66.625999,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
622,2004,41.452085,-68.397251,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
144,1986,40.866669,-67.866669,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
123,1995,44.93792,-60.929079,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
104,1992,41.552835,-69.581837,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
82,1986,43.216671,-62.433331,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
65,1991,45.126335,-65.963001,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
57,1993,41.76725,-67.57608,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
50,1979,44.816669,-65.699997,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
47,1993,41.4445,-66.283001,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
46,1986,43.416672,-62.349998,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
46,1989,44.883331,-66.550003,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
43,1984,44.933331,-66.433327,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
40,1987,43.333328,-61.966671,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
40,1991,44.847422,-59.709749,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
38,1992,43.476915,-64.235081,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
34,1993,44.398249,-62.694084,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
33,1992,44.409084,-59.340084,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
29,1987,44.466671,-60.216671,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
28,1990,44.229836,-59.555664,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
25,1990,44.6045,-61.113079,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
24,1986,43.583328,-60.133331,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
22,1993,43.389084,-62.520084,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
17,1972,45.76667,-59.700001,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
65,2000,41.486334,-66.362999,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
295,2000,41.839079,-69.835167,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
27,1996,43.195251,-62.572165,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
54,1999,42.62492,-65.988499,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
39,2005,46.297998,-59.71525,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
47,1997,41.478415,-66.30825,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
47,1999,40.705252,-67.633415,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
60,2001,42.06583,-66.228249,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
39,2003,44.3575,-60.115252,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
55,2001,44.279081,-61.110664,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
38,2001,44.150829,-61.501749,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
38,2002,42.6905,-64.874584,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
31,2000,44.068665,-58.963579,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
51,1999,46.305079,-59.745501,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
94,2003,43.56175,-62.051914,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
43,1997,44.356836,-59.23192,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
42,1999,43.378664,-64.614918,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
471,2000,41.973249,-67.86142,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
63,2005,43.01,-62.59058,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
52,2005,43.442415,-64.787918,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
65,2001,41.606831,-69.387913,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
32,2003,43.4445,-62.077665,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
22,1996,44.682665,-60.657671,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
83,2008,44.644165,-65.95425,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
34,2002,42.440081,-65.472836,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
126,2001,44.841335,-61.607164,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
72,2005,43.48275,-62.18508,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
36,2006,42.77092,-66.694164,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
22,2008,43.102665,-63.76383,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
36,1998,43.760666,-60.68458,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
39,2003,42.988249,-62.976416,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
29,2002,43.228664,-61.805914,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
48,2006,43.693836,-66.737335,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
41,2003,42.703835,-66.471912,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
34,2004,43.151415,-67.016163,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
97,2009,44.411165,-66.810249,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
74,2001,41.604666,-66.177002,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
33,2005,43.280085,-62.06875,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
280,1996,41.481586,-67.178333,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
52,2006,44.361334,-60.073086000000004,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
42,2004,44.525579,-60.093666,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
30,2003,43.6385,-62.972164,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
36,1997,44.3575,-59.478415,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
212,1979,43.166672,-65.133331,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
124,1991,40.58008,-69.457001,Temperate,Clupea harengus,GBIF:8351946,Clupea harengus,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,harengus,21.1,NA,20,45.09,-66.96,NA
