input_name,db,acc_id,acc_name,kingdom,phylum,order,class,family,genus,syn_id,syn_name
Myotis lucifugus,gbif,GBIF:2432406,Myotis lucifugus,Animalia,Chordata,Chiroptera,Mammalia,Vespertilionidae,Myotis,NA,NA
Thomomys bottae,gbif,GBIF:2439385,Thomomys bottae,Animalia,Chordata,Rodentia,Mammalia,Geomyidae,Thomomys,NA,NA
Chaetodipus hispidus,gbif,GBIF:2439583,Chaetodipus hispidus,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Chaetodipus,NA,NA
Tamias striatus,gbif,GBIF:2437438,Tamias striatus,Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Tamias,NA,NA
Meriones unguiculatus,gbif,GBIF:5219721,Meriones unguiculatus,Animalia,Chordata,Rodentia,Mammalia,Muridae,Meriones,NA,NA
Onychomys torridus,gbif,GBIF:2438516,Onychomys torridus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Onychomys,NA,NA
Microtus pennsylvanicus,gbif,GBIF:2438655,Microtus pennsylvanicus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Tamias minimus,gbif,GBIF:2437432,Tamias minimus,Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Tamias,NA,NA
Tursiops truncatus,gbif,GBIF:2440447,Tursiops truncatus,Animalia,Chordata,Cetacea,Mammalia,Delphinidae,Tursiops,NA,NA
Eptesicus fuscus,gbif,GBIF:2432352,Eptesicus fuscus,Animalia,Chordata,Chiroptera,Mammalia,Vespertilionidae,Eptesicus,NA,NA
Tamias merriami,gbif,GBIF:2437444,Tamias merriami,Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Tamias,NA,NA
Microtus ochrogaster,gbif,GBIF:2438671,Microtus ochrogaster,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Pecari tajacu,gbif,GBIF:2440995,Pecari tajacu,Animalia,Chordata,Artiodactyla,Mammalia,Tayassuidae,Pecari,NA,NA
Tupaia belangeri,gbif,GBIF:2436268,Tupaia belangeri,Animalia,Chordata,Scandentia,Mammalia,Tupaiidae,Tupaia,NA,NA
Microcebus murinus,gbif,GBIF:2436447,Microcebus murinus,Animalia,Chordata,Primates,Mammalia,Cheirogaleidae,Microcebus,NA,NA
Microtus guentheri,gbif,GBIF:2438628,Microtus guentheri,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Geomys bursarius,gbif,GBIF:2439378,Geomys bursarius,Animalia,Chordata,Rodentia,Mammalia,Geomyidae,Geomys,NA,NA
Chaetodipus penicillatus,gbif,GBIF:2439591,Chaetodipus penicillatus,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Chaetodipus,NA,NA
Condylura cristata,gbif,GBIF:2436248,Condylura cristata,Animalia,Chordata,Soricomorpha,Mammalia,Talpidae,Condylura,NA,NA
Dipodomys merriami,gbif,GBIF:2439521,Dipodomys merriami,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Dipodomys,NA,NA
Amphispiza belli,gbif,NA,NA,Animalia,Chordata,Passeriformes,Aves,Emberizidae,Artemisiospiza,GBIF:6100797,Amphispiza belli
Parus atricapillus,gbif,NA,NA,Animalia,Chordata,Passeriformes,Aves,Paridae,Poecile,GBIF:2487805,Parus atricapillus
Carpodacus cassinii,gbif,NA,NA,Animalia,Chordata,Passeriformes,Aves,Fringillidae,Haemorhous,GBIF:8255548,Carpodacus cassinii
Macoma balthica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siliqua.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasyatis sabina,gbif,NA,NA,Animalia,Chordata,Myliobatiformes,Elasmobranchii,Dasyatidae,Hypanus,GBIF:9245001,Dasyatis sabina
Onychiurus vontoernei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dermatocarpon fluviatile,gbif,NA,NA,Fungi,Ascomycota,Verrucariales,Eurotiomycetes,Verrucariaceae,Dermatocarpon,GBIF:5259672,Dermatocarpon fluviatile
Antithamnion furcellatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antithamnion sarniense�,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kallymenia armoricana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meredithia microphylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenogramma interrupta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chondracanthus squarrulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gigartina teedii,gbif,NA,NA,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Gigartinaceae,Chondracanthus,GBIF:8037811,Gigartina teedii
Phyllophora truncata,gbif,NA,NA,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Phyllophoraceae,Coccotylus,GBIF:2667249,Phyllophora truncata
Phyllophora truncata,gbif,NA,NA,Animalia,Arthropoda,Orthoptera,Insecta,Tettigoniidae,Sasima,GBIF:1684896,Phyllophora truncata
Polyides rotundus,gbif,NA,NA,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Polyidaceae,Polyides,GBIF:8231752,Polyides rotundus
Gigartina teedei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callophyllis lacianata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gibbula cineraria,gbif,NA,NA,Animalia,Mollusca,Trochida,Gastropoda,Trochidae,Steromphala,GBIF:9514986,Gibbula cineraria
Tectura testudinalis,gbif,NA,NA,Animalia,Mollusca,NA,Gastropoda,Lottiidae,Testudinalia,GBIF:4369953,Tectura testudinalis
Bugula californica,gbif,NA,NA,Animalia,Bryozoa,Cheilostomatida,Gymnolaemata,Bugulidae,Bugulina,GBIF:7434487,Bugula californica
Aphanenogaster senilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pheidole pallldula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetramorium nigerrimum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthomyops.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphaenogaster carolinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphaenogaster.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Formica.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lasius.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odontoponera.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachycondyla faisonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paratrechina yambaru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pheidole.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pristomyrmex.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temnothorax tuscaloosae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cataglyphis bombycina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecocystus mexican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaptodrosophila pallida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erthemis simplicicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libellula.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosophila validus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cucujus clavipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melanotus.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melasoma collaris,gbif,NA,NA,Animalia,Arthropoda,Coleoptera,Insecta,Chrysomelidae,Chrysomela,GBIF:4459733,Melasoma collaris
Diamesa.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buellia epipolia,gbif,NA,NA,Fungi,Ascomycota,Caliciales,Lecanoromycetes,Caliciaceae,Diplotomma,GBIF:5261463,Buellia epipolia
Caloplaca aurantia,gbif,NA,NA,Fungi,Ascomycota,Teloschistales,Lecanoromycetes,Teloschistaceae,Variospora,GBIF:8276825,Caloplaca aurantia
Caloplaca aurantia,gbif,NA,NA,Fungi,Ascomycota,Teloschistales,Lecanoromycetes,Teloschistaceae,Variospora,GBIF:8276825,Caloplaca aurantia
Caloplaca ferruginea�,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cladonia convoluta,gbif,NA,NA,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Cladoniaceae,Cladonia,GBIF:2607590,Cladonia convoluta
Cladonia convoluta,gbif,NA,NA,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Cladoniaceae,Cladonia,GBIF:2607590,Cladonia convoluta
Cladonia elongata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Collema auriculatum,gbif,NA,NA,Fungi,Ascomycota,Peltigerales,Lecanoromycetes,Collemataceae,Lathagrium,GBIF:8448846,Collema auriculatum
Peltigera subcanina,gbif,NA,NA,Fungi,Ascomycota,Peltigerales,Lecanoromycetes,Peltigeraceae,Peltigera,GBIF:2601162,Peltigera subcanina
Ramalina maciformis,gbif,NA,NA,Fungi,Ascomycota,Lecanorales,Lecanoromycetes,Ramalinaceae,Niebla,GBIF:3271330,Ramalina maciformis
Lacerta monticola,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Iberolacerta,GBIF:2468511,Lacerta monticola
Lacerta monticola,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Lacertidae,Iberolacerta,GBIF:2468511,Lacerta monticola
Lampropeltis getulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regina alleni,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Colubridae,Liodytes,GBIF:5222707,Regina alleni
Podarcis hispanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chionactis occipitalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sauromalus obesus,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Iguanidae,Sauromalus,GBIF:2459705,Sauromalus obesus
Coluber flagellum,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Colubridae,Masticophis,GBIF:8433585,Coluber flagellum
Laudakia stellio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cnemidophorus sexlineatus,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Teiidae,Aspidoscelis,GBIF:2472425,Cnemidophorus sexlineatus
Phrynosoma douglassii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cnemidophorus tigris,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Teiidae,Aspidoscelis,GBIF:8913064,Cnemidophorus tigris
Sceloporus jarrovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orconectes rusticus,gbif,NA,NA,Animalia,Arthropoda,Decapoda,Malacostraca,Cambaridae,Faxonius,GBIF:8979506,Orconectes rusticus
Xantho incisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Procambarus clarki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermophilus beecheyi,gbif,NA,NA,Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Otospermophilus,GBIF:8080937,Spermophilus beecheyi
Lasiurus cinereus,gbif,NA,NA,Animalia,Chordata,Chiroptera,Mammalia,Vespertilionidae,Aeorestes,GBIF:11138256,Lasiurus cinereus
Jaculus deserti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraechinus aethiopicus�,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipodomys panamintinus,gbif,GBIF:2439513,Dipodomys panamintinus,Animalia,Chordata,Rodentia,Mammalia,Heteromyidae,Dipodomys,NA,NA
Gerbillus andersoni,gbif,GBIF:2437786,Gerbillus andersoni,Animalia,Chordata,Rodentia,Mammalia,Muridae,Gerbillus,NA,NA
Gerbillus nanus,gbif,GBIF:2437788,Gerbillus nanus,Animalia,Chordata,Rodentia,Mammalia,Muridae,Gerbillus,NA,NA
Apodemus mystacinus,gbif,GBIF:2437773,Apodemus mystacinus,Animalia,Chordata,Rodentia,Mammalia,Muridae,Apodemus,NA,NA
Cerdocyon thous,gbif,GBIF:2434584,Cerdocyon thous,Animalia,Chordata,Carnivora,Mammalia,Canidae,Cerdocyon,NA,NA
Baiomys taylori,gbif,GBIF:2438866,Baiomys taylori,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Baiomys,NA,NA
Trichechus manatus,gbif,GBIF:2435296,Trichechus manatus,Animalia,Chordata,Sirenia,Mammalia,Trichechidae,Trichechus,NA,NA
Neotoma lepida,gbif,GBIF:2438438,Neotoma lepida,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Neotoma,NA,NA
Notiosorex crawfordi,gbif,GBIF:2435812,Notiosorex crawfordi,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Notiosorex,NA,NA
Zalophus californianus,gbif,GBIF:2433458,Zalophus californianus,Animalia,Chordata,Carnivora,Mammalia,Otariidae,Zalophus,NA,NA
Sorex minutus,gbif,GBIF:7571319,Sorex minutus,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Sorex,NA,NA
Spalax leucodon,gbif,GBIF:4264696,Spalax leucodon,Animalia,Chordata,Rodentia,Mammalia,Spalacidae,Spalax,NA,NA
Aplodontia rufa,gbif,GBIF:2439690,Aplodontia rufa,Animalia,Chordata,Rodentia,Mammalia,Aplodontiidae,Aplodontia,NA,NA
Dasypus novemcinctus,gbif,GBIF:2440779,Dasypus novemcinctus,Animalia,Chordata,Cingulata,Mammalia,Dasypodidae,Dasypus,NA,NA
Arborimus longicaudus,gbif,GBIF:2437931,Arborimus longicaudus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Arborimus,NA,NA
Microtus oeconomus,gbif,GBIF:2438635,Microtus oeconomus,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Microtus,NA,NA
Phenacomys intermedius,gbif,GBIF:2438114,Phenacomys intermedius,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Phenacomys,NA,NA
Lynx rufus,gbif,GBIF:2435246,Lynx rufus,Animalia,Chordata,Carnivora,Mammalia,Felidae,Lynx,NA,NA
Tamiasciurus hudsonicus,gbif,GBIF:2437282,Tamiasciurus hudsonicus,Animalia,Chordata,Rodentia,Mammalia,Sciuridae,Tamiasciurus,NA,NA
Callorhinus ursinus,gbif,GBIF:2433487,Callorhinus ursinus,Animalia,Chordata,Carnivora,Mammalia,Otariidae,Callorhinus,NA,NA
Myopus schisticolor,gbif,GBIF:2439358,Myopus schisticolor,Animalia,Chordata,Rodentia,Mammalia,Cricetidae,Myopus,NA,NA
Acomys cahirinus,gbif,GBIF:9800308,Acomys cahirinus,Animalia,Chordata,Rodentia,Mammalia,Muridae,Acomys,NA,NA
Erinaceus europaeus,gbif,GBIF:5219616,Erinaceus europaeus,Animalia,Chordata,Erinaceomorpha,Mammalia,Erinaceidae,Erinaceus,NA,NA
Sorex alpinus,gbif,GBIF:2435986,Sorex alpinus,Animalia,Chordata,Soricomorpha,Mammalia,Soricidae,Sorex,NA,NA
Martes americana,gbif,GBIF:5218864,Martes americana,Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Martes,NA,NA
Balanus crenatus,gbif,GBIF:2115701,Balanus crenatus,Animalia,Arthropoda,Sessilia,Maxillopoda,Balanidae,Balanus,NA,NA
Semibalanus balanoides,gbif,GBIF:2115784,Semibalanus balanoides,Animalia,Arthropoda,Sessilia,Maxillopoda,Archaeobalanidae,Semibalanus,NA,NA
Tigriopus brevicornis,gbif,GBIF:8078729,Tigriopus brevicornis,Animalia,Arthropoda,Harpacticoida,Hexanauplia,Harpacticidae,Tigriopus,NA,NA
Arthrocladia villosa,gbif,GBIF:5423312,Arthrocladia villosa,Chromista,Ochrophyta,Desmarestiales,Phaeophyceae,Arthrocladiaceae,Arthrocladia,NA,NA
Dictyopteris polypodioides,gbif,GBIF:5423614,Dictyopteris polypodioides,Chromista,Ochrophyta,Dictyotales,Phaeophyceae,Dictyotaceae,Dictyopteris,NA,NA
Halopteris filicina,gbif,GBIF:5423671,Halopteris filicina,Chromista,Ochrophyta,Sphacelariales,Phaeophyceae,Stypocaulaceae,Halopteris,NA,NA
Sporochnus pedunculatus,gbif,GBIF:3196257,Sporochnus pedunculatus,Chromista,Ochrophyta,Sporochnales,Phaeophyceae,Sporochnaceae,Sporochnus,NA,NA
Acrothrix gracilis,gbif,GBIF:3199341,Acrothrix gracilis,Chromista,Ochrophyta,Ectocarpales,Phaeophyceae,Chordariaceae,Acrothrix,NA,NA
Sargassum fulvellum,gbif,GBIF:3196646,Sargassum fulvellum,Chromista,Ochrophyta,Fucales,Phaeophyceae,Sargassaceae,Sargassum,NA,NA
Sargassum hemiphyllum,gbif,GBIF:3196932,Sargassum hemiphyllum,Chromista,Ochrophyta,Fucales,Phaeophyceae,Sargassaceae,Sargassum,NA,NA
Sargassum horneri,gbif,GBIF:3196570,Sargassum horneri,Chromista,Ochrophyta,Fucales,Phaeophyceae,Sargassaceae,Sargassum,NA,NA
Sargassum piluliferum,gbif,GBIF:3196686,Sargassum piluliferum,Chromista,Ochrophyta,Fucales,Phaeophyceae,Sargassaceae,Sargassum,NA,NA
Sargassum thunbergii,gbif,GBIF:3196939,Sargassum thunbergii,Chromista,Ochrophyta,Fucales,Phaeophyceae,Sargassaceae,Sargassum,NA,NA
Agarum fimbriatum,gbif,GBIF:2661543,Agarum fimbriatum,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Costariaceae,Agarum,NA,NA
Alaria marginata,gbif,GBIF:5422588,Alaria marginata,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Alariaceae,Alaria,NA,NA
Analipus japonicus,gbif,GBIF:3197904,Analipus japonicus,Chromista,Ochrophyta,Ectocarpales,Phaeophyceae,Chordariaceae,Analipus,NA,NA
Costaria costata,gbif,GBIF:8130639,Costaria costata,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Costariaceae,Costaria,NA,NA
Cymathaere triplicata,gbif,GBIF:4377188,Cymathaere triplicata,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Laminariaceae,Cymathaere,NA,NA
Egregia menziesii,gbif,GBIF:3196088,Egregia menziesii,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Lessoniaceae,Egregia,NA,NA
Fucus gardneri,gbif,GBIF:3196458,Fucus gardneri,Chromista,Ochrophyta,Fucales,Phaeophyceae,Fucaceae,Fucus,NA,NA
Laminaria sinclairii,gbif,GBIF:7812368,Laminaria sinclairii,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Laminariaceae,Laminaria,NA,NA
Nereocystis luetkeana,gbif,GBIF:4267628,Nereocystis luetkeana,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Laminariaceae,Nereocystis,NA,NA
Pleurophycus gardneri,gbif,GBIF:3196028,Pleurophycus gardneri,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Alariaceae,Pleurophycus,NA,NA
Postelsia palmaeformis,gbif,GBIF:3195818,Postelsia palmaeformis,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Laminariaceae,Postelsia,NA,NA
Pterygophora californica,gbif,GBIF:3196092,Pterygophora californica,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Alariaceae,Pterygophora,NA,NA
Sargassum muticum,gbif,GBIF:3197314,Sargassum muticum,Chromista,Ochrophyta,Fucales,Phaeophyceae,Sargassaceae,Sargassum,NA,NA
Soranthera ulvoidea,gbif,GBIF:3199008,Soranthera ulvoidea,Chromista,Ochrophyta,Dictyosiphonales,Phaeophyceae,Punctariaceae,Soranthera,NA,NA
Laminaria digitata,gbif,GBIF:5422479,Laminaria digitata,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Laminariaceae,Laminaria,NA,NA
Laminaria hyperborea,gbif,GBIF:5422383,Laminaria hyperborea,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Laminariaceae,Laminaria,NA,NA
Ascophyllum nodosum,gbif,GBIF:3196524,Ascophyllum nodosum,Chromista,Ochrophyta,Fucales,Phaeophyceae,Fucaceae,Ascophyllum,NA,NA
Chorda filum,gbif,GBIF:3195749,Chorda filum,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Chordaceae,Chorda,NA,NA
Fucus serratus,gbif,GBIF:3196437,Fucus serratus,Chromista,Ochrophyta,Fucales,Phaeophyceae,Fucaceae,Fucus,NA,NA
Fucus vesiculosus,gbif,GBIF:8222574,Fucus vesiculosus,Chromista,Ochrophyta,Fucales,Phaeophyceae,Fucaceae,Fucus,NA,NA
Halidrys siliquosa,gbif,GBIF:5422716,Halidrys siliquosa,Chromista,Ochrophyta,Fucales,Phaeophyceae,Sargassaceae,Halidrys,NA,NA
Petalonia fascia,gbif,GBIF:3197920,Petalonia fascia,Chromista,Ochrophyta,Scytosiphonales,Phaeophyceae,Scytosiphonaceae,Petalonia,NA,NA
Scytosiphon lomentaria,gbif,GBIF:5422803,Scytosiphon lomentaria,Chromista,Ochrophyta,Scytosiphonales,Phaeophyceae,Scytosiphonaceae,Scytosiphon,NA,NA
Carpomitra costata,gbif,GBIF:3196229,Carpomitra costata,Chromista,Ochrophyta,Sporochnales,Phaeophyceae,Sporochnaceae,Carpomitra,NA,NA
Colpomenia peregrina,gbif,GBIF:3197970,Colpomenia peregrina,Chromista,Ochrophyta,Scytosiphonales,Phaeophyceae,Scytosiphonaceae,Colpomenia,NA,NA
Stictyosiphon soriferus,gbif,GBIF:3199197,Stictyosiphon soriferus,Chromista,Ochrophyta,Ectocarpales,Phaeophyceae,Chordariaceae,Stictyosiphon,NA,NA
Desmarestia aculeata,gbif,GBIF:5423373,Desmarestia aculeata,Chromista,Ochrophyta,Desmarestiales,Phaeophyceae,Desmarestiaceae,Desmarestia,NA,NA
Desmarestia viridis,gbif,GBIF:5423348,Desmarestia viridis,Chromista,Ochrophyta,Desmarestiales,Phaeophyceae,Desmarestiaceae,Desmarestia,NA,NA
Dictyosiphon foeniculaceus,gbif,GBIF:7847644,Dictyosiphon foeniculaceus,Chromista,Ochrophyta,Ectocarpales,Phaeophyceae,Chordariaceae,Dictyosiphon,NA,NA
Sphaerotrichia divaricata,gbif,GBIF:3199116,Sphaerotrichia divaricata,Chromista,Ochrophyta,Ectocarpales,Phaeophyceae,Chordariaceae,Sphaerotrichia,NA,NA
Undaria pinnatifida,gbif,GBIF:5422556,Undaria pinnatifida,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Alariaceae,Undaria,NA,NA
Punctaria latifolia,gbif,GBIF:3199262,Punctaria latifolia,Chromista,Ochrophyta,Ectocarpales,Phaeophyceae,Chordariaceae,Punctaria,NA,NA
Laminaria ochroleuca,gbif,GBIF:5422378,Laminaria ochroleuca,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Laminariaceae,Laminaria,NA,NA
Laminaria setchellii,gbif,GBIF:5422451,Laminaria setchellii,Chromista,Ochrophyta,Laminariales,Phaeophyceae,Laminariaceae,Laminaria,NA,NA
Atrichum undulatum,gbif,GBIF:2673299,Atrichum undulatum,Plantae,Bryophyta,Polytrichales,Bryopsida,Polytrichaceae,Atrichum,NA,NA
Polytrichum formosum,gbif,GBIF:4280088,Polytrichum formosum,Plantae,Bryophyta,Polytrichales,Bryopsida,Polytrichaceae,Polytrichum,NA,NA
Chondrus crispus,gbif,GBIF:5279115,Chondrus crispus,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Gigartinaceae,Chondrus,NA,NA
Cedrus atlantica,gbif,GBIF:5284702,Cedrus atlantica,Plantae,Tracheophyta,Pinales,Pinopsida,Pinaceae,Cedrus,NA,NA
Cupressus sempervirens,gbif,GBIF:2684030,Cupressus sempervirens,Plantae,Tracheophyta,Pinales,Pinopsida,Cupressaceae,Cupressus,NA,NA
Pinus halepensis,gbif,GBIF:5285604,Pinus halepensis,Plantae,Tracheophyta,Pinales,Pinopsida,Pinaceae,Pinus,NA,NA
Pinus nigra,gbif,GBIF:5284809,Pinus nigra,Plantae,Tracheophyta,Pinales,Pinopsida,Pinaceae,Pinus,NA,NA
Quercus suber,gbif,GBIF:2879411,Quercus suber,Plantae,Tracheophyta,Fagales,Magnoliopsida,Fagaceae,Quercus,NA,NA
Quercus ilex,gbif,GBIF:2879098,Quercus ilex,Plantae,Tracheophyta,Fagales,Magnoliopsida,Fagaceae,Quercus,NA,NA
Achillea millefolium,gbif,GBIF:3120060,Achillea millefolium,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Achillea,NA,NA
Anagyris foetida,gbif,GBIF:2946427,Anagyris foetida,Plantae,Tracheophyta,Fabales,Magnoliopsida,Fabaceae,Anagyris,NA,NA
Colutea arborescens,gbif,GBIF:7844167,Colutea arborescens,Plantae,Tracheophyta,Fabales,Magnoliopsida,Fabaceae,Colutea,NA,NA
Epilobium hirsutum,gbif,GBIF:3189172,Epilobium hirsutum,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Onagraceae,Epilobium,NA,NA
Pinus pinaster,gbif,GBIF:5285565,Pinus pinaster,Plantae,Tracheophyta,Pinales,Pinopsida,Pinaceae,Pinus,NA,NA
Pistacia terebinthus,gbif,GBIF:3190580,Pistacia terebinthus,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Anacardiaceae,Pistacia,NA,NA
Rhamnus alaternus,gbif,GBIF:6371424,Rhamnus alaternus,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rhamnaceae,Rhamnus,NA,NA
Acmispon glaber,gbif,GBIF:7274828,Acmispon glaber,Plantae,Tracheophyta,Fabales,Magnoliopsida,Fabaceae,Acmispon,NA,NA
Adenostoma fasciculatum,gbif,GBIF:3030227,Adenostoma fasciculatum,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Adenostoma,NA,NA
Artemisia californica,gbif,GBIF:3120755,Artemisia californica,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Artemisia,NA,NA
Atriplex hymenelytra,gbif,GBIF:3083658,Atriplex hymenelytra,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthaceae,Atriplex,NA,NA
Atriplex leucophylla,gbif,GBIF:3083717,Atriplex leucophylla,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthaceae,Atriplex,NA,NA
Baccharis pilularis,gbif,GBIF:3129497,Baccharis pilularis,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Baccharis,NA,NA
Ceanothus cuneatus,gbif,GBIF:3039404,Ceanothus cuneatus,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rhamnaceae,Ceanothus,NA,NA
Ceanothus oliganthus,gbif,GBIF:3039398,Ceanothus oliganthus,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rhamnaceae,Ceanothus,NA,NA
Dirca occidentalis,gbif,GBIF:3188463,Dirca occidentalis,Plantae,Tracheophyta,Malvales,Magnoliopsida,Thymelaeaceae,Dirca,NA,NA
Eriodictyon californicum,gbif,GBIF:7629056,Eriodictyon californicum,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Namaceae,Eriodictyon,NA,NA
Eriogonum fasciculatum,gbif,GBIF:2889433,Eriogonum fasciculatum,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Polygonaceae,Eriogonum,NA,NA
