input_name,db,acc_id,acc_name,kingdom,phylum,order,class,family,genus,syn_id,syn_name
Clubiona diversa,gbif,GBIF:2144214,Clubiona diversa,Animalia,Arthropoda,Araneae,Arachnida,Clubionidae,Clubiona,NA,NA
Clubiona similis,gbif,GBIF:2144043,Clubiona similis,Animalia,Arthropoda,Araneae,Arachnida,Clubionidae,Clubiona,NA,NA
Clubiona trivialis,gbif,GBIF:2144170,Clubiona trivialis,Animalia,Arthropoda,Araneae,Arachnida,Clubionidae,Clubiona,NA,NA
Crustulina guttata,gbif,GBIF:2157862,Crustulina guttata,Animalia,Arthropoda,Araneae,Arachnida,Theridiidae,Crustulina,NA,NA
Oedothorax apicatus,gbif,GBIF:2136050,Oedothorax apicatus,Animalia,Arthropoda,Araneae,Arachnida,Linyphiidae,Oedothorax,NA,NA
Pardosa nigriceps,gbif,GBIF:2146194,Pardosa nigriceps,Animalia,Arthropoda,Araneae,Arachnida,Lycosidae,Pardosa,NA,NA
Philodromus aureolus,gbif,GBIF:10196288,Philodromus aureolus,Animalia,Arthropoda,Araneae,Arachnida,Philodromidae,Philodromus,NA,NA
Scotina gracilipes,gbif,GBIF:2141094,Scotina gracilipes,Animalia,Arthropoda,Araneae,Arachnida,Liocranidae,Scotina,NA,NA
Stemonyphantes lineatus,gbif,GBIF:2138457,Stemonyphantes lineatus,Animalia,Arthropoda,Araneae,Arachnida,Linyphiidae,Stemonyphantes,NA,NA
Tibellus oblongus,gbif,GBIF:9805173,Tibellus oblongus,Animalia,Arthropoda,Araneae,Arachnida,Philodromidae,Tibellus,NA,NA
Euophrys frontalis,gbif,GBIF:5172110,Euophrys frontalis,Animalia,Arthropoda,Araneae,Arachnida,Salticidae,Euophrys,NA,NA
Phrurolithus festivus,gbif,GBIF:2148794,Phrurolithus festivus,Animalia,Arthropoda,Araneae,Arachnida,Phrurolithidae,Phrurolithus,NA,NA
Misumenoides formosipes,gbif,GBIF:2167112,Misumenoides formosipes,Animalia,Arthropoda,Araneae,Arachnida,Thomisidae,Misumenoides,NA,NA
Chrysemys picta,gbif,GBIF:2443133,Chrysemys picta,Animalia,Chordata,Testudines,Reptilia,Emydidae,Chrysemys,NA,NA
Gopherus agassizii,gbif,GBIF:2441814,Gopherus agassizii,Animalia,Chordata,Testudines,Reptilia,Testudinidae,Gopherus,NA,NA
Ascidia ceratodes,gbif,GBIF:2330550,Ascidia ceratodes,Animalia,Chordata,Phlebobranchia,Ascidiacea,Ascidiidae,Ascidia,NA,NA
Distaplia occidentalis,gbif,GBIF:2331271,Distaplia occidentalis,Animalia,Chordata,Aplousobranchia,Ascidiacea,Holozoidae,Distaplia,NA,NA
Fulica atra,gbif,GBIF:2474377,Fulica atra,Animalia,Chordata,Gruiformes,Aves,Rallidae,Fulica,NA,NA
Geococcyx californianus,gbif,GBIF:2496459,Geococcyx californianus,Animalia,Chordata,Cuculiformes,Aves,Cuculidae,Geococcyx,NA,NA
Baeolophus ridgwayi,gbif,GBIF:2487898,Baeolophus ridgwayi,Animalia,Chordata,Passeriformes,Aves,Paridae,Baeolophus,NA,NA
Athene cunicularia,gbif,GBIF:2497240,Athene cunicularia,Animalia,Chordata,Strigiformes,Aves,Strigidae,Athene,NA,NA
Onychognathus tristramii,gbif,GBIF:5230734,Onychognathus tristramii,Animalia,Chordata,Passeriformes,Aves,Sturnidae,Onychognathus,NA,NA
Sturnus vulgaris,gbif,GBIF:9809229,Sturnus vulgaris,Animalia,Chordata,Passeriformes,Aves,Sturnidae,Sturnus,NA,NA
Thryothorus ludovicianus,gbif,GBIF:2493801,Thryothorus ludovicianus,Animalia,Chordata,Passeriformes,Aves,Troglodytidae,Thryothorus,NA,NA
Tyto alba,gbif,GBIF:2497921,Tyto alba,Animalia,Chordata,Strigiformes,Aves,Tytonidae,Tyto,NA,NA
Alectoris chukar,gbif,GBIF:2474029,Alectoris chukar,Animalia,Chordata,Galliformes,Aves,Phasianidae,Alectoris,NA,NA
Bubo virginianus,gbif,GBIF:5959118,Bubo virginianus,Animalia,Chordata,Strigiformes,Aves,Strigidae,Bubo,NA,NA
Strix occidentalis,gbif,GBIF:2497487,Strix occidentalis,Animalia,Chordata,Strigiformes,Aves,Strigidae,Strix,NA,NA
Pica nuttalli,gbif,GBIF:5229489,Pica nuttalli,Animalia,Chordata,Passeriformes,Aves,Corvidae,Pica,NA,NA
Pica hudsonia,gbif,GBIF:5229487,Pica hudsonia,Animalia,Chordata,Passeriformes,Aves,Corvidae,Pica,NA,NA
Cardinalis cardinalis,gbif,GBIF:2490384,Cardinalis cardinalis,Animalia,Chordata,Passeriformes,Aves,Cardinalidae,Cardinalis,NA,NA
Cardinalis sinuatus,gbif,GBIF:2490405,Cardinalis sinuatus,Animalia,Chordata,Passeriformes,Aves,Cardinalidae,Cardinalis,NA,NA
Callipepla californica,gbif,GBIF:5228080,Callipepla californica,Animalia,Chordata,Galliformes,Aves,Odontophoridae,Callipepla,NA,NA
Zenaida macroura,gbif,GBIF:2495347,Zenaida macroura,Animalia,Chordata,Columbiformes,Aves,Columbidae,Zenaida,NA,NA
Passer domesticus,gbif,GBIF:5231190,Passer domesticus,Animalia,Chordata,Passeriformes,Aves,Passeridae,Passer,NA,NA
Lagopus leucura,gbif,GBIF:5227717,Lagopus leucura,Animalia,Chordata,Galliformes,Aves,Phasianidae,Lagopus,NA,NA
Chordeiles minor,gbif,GBIF:2497035,Chordeiles minor,Animalia,Chordata,Caprimulgiformes,Aves,Caprimulgidae,Chordeiles,NA,NA
Agelaius phoeniceus,gbif,GBIF:9409198,Agelaius phoeniceus,Animalia,Chordata,Passeriformes,Aves,Icteridae,Agelaius,NA,NA
Rivulus marmoratus,gbif,NA,NA,Animalia,Chordata,Cyprinodontiformes,Actinopterygii,Rivulidae,Kryptolebias,GBIF:2349291,Rivulus marmoratus
Apogon pacifici,gbif,NA,NA,Animalia,Chordata,Perciformes,Actinopterygii,Apogonidae,Apogon,GBIF:5211804,Apogon pacifici
Scarus iseri�,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bufo canaliferus,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Incilius,GBIF:2422409,Bufo canaliferus
Bufo haemititicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bufo marinus,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Rhinella,GBIF:5216933,Bufo marinus
Bufo marmoreus,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Incilius,GBIF:2422401,Bufo marmoreus
Hyla walkeri,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Dryophytes,GBIF:10868868,Hyla walkeri
Rana palmipes,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Ranidae,Lithobates,GBIF:2427080,Rana palmipes
Rana pipiens,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Ranidae,Lithobates,GBIF:2427185,Rana pipiens
Rana warszewitschii,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Ranidae,Lithobates,GBIF:2427161,Rana warszewitschii
Cyclorana brevipes,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Pelodryadidae,Ranoidea,GBIF:10731357,Cyclorana brevipes
Eleutherodactylus portoricensus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyla labialis,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Dendropsophus,GBIF:10704158,Hyla labialis
Hylarana luzonensis,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Ranidae,Sanguirana,GBIF:10707892,Hylarana luzonensis
Bufo luetkenii,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Incilius,GBIF:2422430,Bufo luetkenii
Cranopsis coccifer,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Incilius,GBIF:2422446,Cranopsis coccifer
Lycosa.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia cuprea,gbif,NA,NA,Animalia,Chordata,Passeriformes,Aves,Nectariniidae,Cinnyris,GBIF:7340615,Nectarinia cuprea
Nectarinia cyanolaema,gbif,NA,NA,Animalia,Chordata,Passeriformes,Aves,Nectariniidae,Cyanomitra,GBIF:7340949,Nectarinia cyanolaema
Nectarinia minulla,gbif,NA,NA,Animalia,Chordata,Passeriformes,Aves,Nectariniidae,Cinnyris,GBIF:6088211,Nectarinia minulla
Nectarinia obscura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectarinia senegalensis,gbif,NA,NA,Animalia,Chordata,Passeriformes,Aves,Nectariniidae,Chalcomitra,GBIF:7340870,Nectarinia senegalensis
Nectarinia verticalis,gbif,NA,NA,Animalia,Chordata,Passeriformes,Aves,Nectariniidae,Cyanomitra,GBIF:7340957,Nectarinia verticalis
Laurencia intricata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laurencia obtusa,gbif,NA,NA,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Rhodomelaceae,Laurencia,GBIF:2661140,Laurencia obtusa
Rhabdonia ramosissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhabdonia stellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aenictus.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camponotus.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camponotus.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camponotus.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiocondyla.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crematogaster physocremasp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crematogaster.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crematogaster.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gnamptogenys.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptogenys.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmicaria.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pheidologeton.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyrhachis.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tapinoma.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Technomyrmex.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetramorium.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetramorium triglyphotrixsp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tramea walkeri,gbif,NA,NA,Animalia,Arthropoda,Odonata,Insecta,Libellulidae,Tramea,GBIF:1428506,Tramea walkeri
Sarcophaga.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpodes.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpodes.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cladonia skottsbergi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaptychia leucomelaena,gbif,NA,NA,Fungi,Ascomycota,Caliciales,Lecanoromycetes,Physciaceae,Leucodermia,GBIF:10841226,Anaptychia leucomelaena
Parmelia schimperi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usnea livida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usnea ochrophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaeleo ellioti,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Chamaeleonidae,Trioceros,GBIF:8046982,Chamaeleo ellioti
Ameiva quadrilineata,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Teiidae,Holcosus,GBIF:8309399,Ameiva quadrilineata
Anolis intermedius,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Dactyloidae,Anolis,GBIF:2467909,Anolis intermedius
Ameiva festiva,gbif,NA,NA,Animalia,Chordata,Squamata,Reptilia,Teiidae,Holcosus,GBIF:7836710,Ameiva festiva
Uca mordax,gbif,NA,NA,Animalia,Arthropoda,Decapoda,Malacostraca,Ocypodidae,Minuca,GBIF:9323252,Uca mordax
Tarsius syrichta,gbif,NA,NA,Animalia,Chordata,Primates,Mammalia,Tarsiidae,Carlito,GBIF:9220562,Tarsius syrichta
Agouti paca,gbif,NA,NA,Animalia,Chordata,Rodentia,Mammalia,Cuniculidae,Cuniculus,GBIF:4263039,Agouti paca
Peromyscus megadontomys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizoclonium africanum,gbif,NA,NA,Plantae,Chlorophyta,Cladophorales,Ulvophyceae,Cladophoraceae,Pseudorhizoclonium,GBIF:10269807,Rhizoclonium africanum
Ulva fasciata,gbif,NA,NA,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Ulvaceae,Ulva,GBIF:5273454,Ulva fasciata
Ulva fasciata,gbif,NA,NA,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Ulvaceae,Ulva,GBIF:5273309,Ulva fasciata
Cladophora crispula�,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cladophora fascicularis,gbif,NA,NA,Plantae,Chlorophyta,Cladophorales,Ulvophyceae,Cladophoraceae,Cladophora,GBIF:5272441,Cladophora fascicularis
Chaetomorpha crassa,gbif,NA,NA,Plantae,Chlorophyta,Cladophorales,Ulvophyceae,Cladophoraceae,Chaetomorpha,GBIF:2644592,Chaetomorpha crassa
Notropis pilsbryi,gbif,NA,NA,Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Luxilus,GBIF:2366961,Notropis pilsbryi
Cottus bairdi,gbif,NA,NA,Animalia,Chordata,Scorpaeniformes,Actinopterygii,Cottidae,Cottus,GBIF:2334131,Cottus bairdi
Liza ramada,gbif,NA,NA,Animalia,Chordata,Mugiliformes,Actinopterygii,Mugilidae,Chelon,GBIF:9234296,Liza ramada
Ericymba buccata,gbif,NA,NA,Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Notropis,GBIF:2362253,Ericymba buccata
Cyprinodon.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallia pectoralis�,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catostomus commersoni,gbif,NA,NA,Animalia,Chordata,Cypriniformes,Actinopterygii,Catostomidae,Catostomus,GBIF:2359014,Catostomus commersoni
Etheostoma fabellare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoxinus erythrogaster,gbif,NA,NA,Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Chrosomus,GBIF:2365382,Phoxinus erythrogaster
Sardinops melanosticta,gbif,NA,NA,Animalia,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Sardinops,GBIF:2412583,Sardinops melanosticta
Bufo alvarius,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Incilius,GBIF:2422432,Bufo alvarius
Bufo canorus,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Anaxyrus,GBIF:2422932,Bufo canorus
Bufo cognatus,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Anaxyrus,GBIF:2422882,Bufo cognatus
Bufo debilis,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Anaxyrus,GBIF:2422934,Bufo debilis
Bufo exsul,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Anaxyrus,GBIF:2422884,Bufo exsul
Bufo mazatlanensis,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Incilius,GBIF:2422375,Bufo mazatlanensis
Bufo nelsoni,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Anaxyrus,GBIF:2422858,Bufo nelsoni
Hyla regilla,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Pseudacris,GBIF:2428132,Hyla regilla
Leptodactylus melanotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachymedusa dacnicolor,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Phyllomedusidae,Agalychnis,GBIF:10807070,Pachymedusa dacnicolor
Pternohyla fodiens,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Smilisca,GBIF:2428686,Pternohyla fodiens
Smilisca baudini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bufo boreas,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Bufonidae,Anaxyrus,GBIF:2422924,Bufo boreas
Rana boyleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana catesbeiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana clamitans,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Ranidae,Lithobates,GBIF:2427172,Rana clamitans
Rana palustris,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Ranidae,Rana,GBIF:2426789,Rana palustris
Rana palustris,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Ranidae,Lithobates,GBIF:2427056,Rana palustris
Spea holbrooki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana virgatipes,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Ranidae,Lithobates,GBIF:2427187,Rana virgatipes
Lithobates sylvatica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gastrophyrne mazatlanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyla phaeota,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Smilisca,GBIF:2428683,Hyla phaeota
Hyla squirella,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Dryophytes,GBIF:10843277,Hyla squirella
Hyla squirella,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Dryophytes,GBIF:10943868,Hyla squirella
Hypophacus.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyla chrysocelis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyla cinerea,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Dryophytes,GBIF:10810025,Hyla cinerea
Hyla gratiosa,gbif,NA,NA,Animalia,Chordata,Anura,Amphibia,Hylidae,Dryophytes,GBIF:10740745,Hyla gratiosa
Dipoena inornata,gbif,NA,NA,Animalia,Arthropoda,Araneae,Arachnida,Theridiidae,Dipoena,GBIF:2156439,Dipoena inornata
Zelotes serotinus,gbif,NA,NA,Animalia,Arthropoda,Araneae,Arachnida,Gnaphosidae,Zelotes,GBIF:2132676,Zelotes serotinus
Misumenops asperatus,gbif,NA,NA,Animalia,Arthropoda,Araneae,Arachnida,Thomisidae,Mecaphesa,GBIF:6717741,Misumenops asperatus
Trachemys� scripta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus� gambeli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus vociferus,gbif,NA,NA,Animalia,Chordata,Caprimulgiformes,Aves,Caprimulgidae,Antrostomus,GBIF:6101174,Caprimulgus vociferus
Caprimulgus vociferus,gbif,NA,NA,Animalia,Chordata,Caprimulgiformes,Aves,Caprimulgidae,Antrostomus,GBIF:6101174,Caprimulgus vociferus
Caprimulgus vociferus,gbif,NA,NA,Animalia,Chordata,Caprimulgiformes,Aves,Caprimulgidae,Antrostomus,GBIF:6101174,Caprimulgus vociferus
Caprimulgus vociferus,gbif,NA,NA,Animalia,Chordata,Caprimulgiformes,Aves,Caprimulgidae,Antrostomus,GBIF:6101178,Caprimulgus vociferus
Micrathene whitneyi,gbif,GBIF:2497430,Micrathene whitneyi,Animalia,Chordata,Strigiformes,Aves,Strigidae,Micrathene,NA,NA
Aegolius acadicus,gbif,GBIF:5232207,Aegolius acadicus,Animalia,Chordata,Strigiformes,Aves,Strigidae,Aegolius,NA,NA
Glaucidium gnoma,gbif,GBIF:9616953,Glaucidium gnoma,Animalia,Chordata,Strigiformes,Aves,Strigidae,Glaucidium,NA,NA
Megascops asio,gbif,GBIF:2497415,Megascops asio,Animalia,Chordata,Strigiformes,Aves,Strigidae,Megascops,NA,NA
Acridotheres cristatellus,gbif,GBIF:2489010,Acridotheres cristatellus,Animalia,Chordata,Passeriformes,Aves,Sturnidae,Acridotheres,NA,NA
Syrmaticus ellioti,gbif,GBIF:2473483,Syrmaticus ellioti,Animalia,Chordata,Galliformes,Aves,Phasianidae,Syrmaticus,NA,NA
Syrmaticus humiae,gbif,GBIF:2473479,Syrmaticus humiae,Animalia,Chordata,Galliformes,Aves,Phasianidae,Syrmaticus,NA,NA
Columbina inca,gbif,GBIF:2495863,Columbina inca,Animalia,Chordata,Columbiformes,Aves,Columbidae,Columbina,NA,NA
Aphelocoma coerulescens,gbif,GBIF:2482400,Aphelocoma coerulescens,Animalia,Chordata,Passeriformes,Aves,Corvidae,Aphelocoma,NA,NA
Cyanocitta stelleri,gbif,GBIF:2482598,Cyanocitta stelleri,Animalia,Chordata,Passeriformes,Aves,Corvidae,Cyanocitta,NA,NA
Aramides cajanea,gbif,GBIF:2474659,Aramides cajanea,Animalia,Chordata,Gruiformes,Aves,Rallidae,Aramides,NA,NA
Sitta canadensis,gbif,GBIF:2484879,Sitta canadensis,Animalia,Chordata,Passeriformes,Aves,Sittidae,Sitta,NA,NA
Cinclus mexicanus,gbif,GBIF:9606873,Cinclus mexicanus,Animalia,Chordata,Passeriformes,Aves,Cinclidae,Cinclus,NA,NA
Alauda arvensis,gbif,GBIF:8077224,Alauda arvensis,Animalia,Chordata,Passeriformes,Aves,Alaudidae,Alauda,NA,NA
Lullula arborea,gbif,GBIF:2490604,Lullula arborea,Animalia,Chordata,Passeriformes,Aves,Alaudidae,Lullula,NA,NA
Daptrius ater,gbif,GBIF:2481073,Daptrius ater,Animalia,Chordata,Falconiformes,Aves,Falconidae,Daptrius,NA,NA
Haemorhous mexicanus,gbif,GBIF:8323485,Haemorhous mexicanus,Animalia,Chordata,Passeriformes,Aves,Fringillidae,Haemorhous,NA,NA
Callipepla gambelii,gbif,GBIF:5228072,Callipepla gambelii,Animalia,Chordata,Galliformes,Aves,Odontophoridae,Callipepla,NA,NA
Amphispiza bilineata,gbif,GBIF:2491757,Amphispiza bilineata,Animalia,Chordata,Passeriformes,Aves,Emberizidae,Amphispiza,NA,NA
Pycnonotus sinensis,gbif,GBIF:2486150,Pycnonotus sinensis,Animalia,Chordata,Passeriformes,Aves,Pycnonotidae,Pycnonotus,NA,NA
Phalaenoptilus nuttallii,gbif,GBIF:2497062,Phalaenoptilus nuttallii,Animalia,Chordata,Caprimulgiformes,Aves,Caprimulgidae,Phalaenoptilus,NA,NA
Strix aluco,gbif,GBIF:9282206,Strix aluco,Animalia,Chordata,Strigiformes,Aves,Strigidae,Strix,NA,NA
Uria aalge,gbif,GBIF:2481342,Uria aalge,Animalia,Chordata,Charadriiformes,Aves,Alcidae,Uria,NA,NA
Ammoperdix heyi,gbif,GBIF:2473733,Ammoperdix heyi,Animalia,Chordata,Galliformes,Aves,Phasianidae,Ammoperdix,NA,NA
Aegolius funereus,gbif,GBIF:5739298,Aegolius funereus,Animalia,Chordata,Strigiformes,Aves,Strigidae,Aegolius,NA,NA
Branta bernicla,gbif,GBIF:5232446,Branta bernicla,Animalia,Chordata,Anseriformes,Aves,Anatidae,Branta,NA,NA
Corvus caurinus,gbif,GBIF:2482523,Corvus caurinus,Animalia,Chordata,Passeriformes,Aves,Corvidae,Corvus,NA,NA
Megascops trichopsis,gbif,GBIF:2497319,Megascops trichopsis,Animalia,Chordata,Strigiformes,Aves,Strigidae,Megascops,NA,NA
Plectrophenax nivalis,gbif,GBIF:2491719,Plectrophenax nivalis,Animalia,Chordata,Passeriformes,Aves,Calcariidae,Plectrophenax,NA,NA
Chlamydotis undulata,gbif,GBIF:2474864,Chlamydotis undulata,Animalia,Chordata,Otidiformes,Aves,Otididae,Chlamydotis,NA,NA
Bangia fuscopurpurea,gbif,GBIF:2653782,Bangia fuscopurpurea,Plantae,Rhodophyta,Bangiales,Bangiophyceae,Bangiaceae,Bangia,NA,NA
Porphyra linearis,gbif,GBIF:5275740,Porphyra linearis,Plantae,Rhodophyta,Bangiales,Bangiophyceae,Bangiaceae,Porphyra,NA,NA
Porphyra umbilicalis,gbif,GBIF:5275705,Porphyra umbilicalis,Plantae,Rhodophyta,Bangiales,Bangiophyceae,Bangiaceae,Porphyra,NA,NA
Abra tenuis,gbif,GBIF:5189054,Abra tenuis,Animalia,Mollusca,Cardiida,Bivalvia,Semelidae,Abra,NA,NA
Cerastoderma edule,gbif,GBIF:2286583,Cerastoderma edule,Animalia,Mollusca,Cardiida,Bivalvia,Cardiidae,Cerastoderma,NA,NA
Mytilus edulis,gbif,GBIF:8288896,Mytilus edulis,Animalia,Mollusca,Mytilida,Bivalvia,Mytilidae,Mytilus,NA,NA
Gemma gemma,gbif,GBIF:5189289,Gemma gemma,Animalia,Mollusca,Venerida,Bivalvia,Veneridae,Gemma,NA,NA
Mulinia lateralis,gbif,GBIF:2286388,Mulinia lateralis,Animalia,Mollusca,Venerida,Bivalvia,Mactridae,Mulinia,NA,NA
Mya arenaria,gbif,GBIF:7791733,Mya arenaria,Animalia,Mollusca,Myida,Bivalvia,Myidae,Mya,NA,NA
Branchinecta paludosa,gbif,GBIF:2235350,Branchinecta paludosa,Animalia,Arthropoda,Anostraca,Branchiopoda,Branchinectidae,Branchinecta,NA,NA
Plagiomnium acutum,gbif,GBIF:2677635,Plagiomnium acutum,Plantae,Bryophyta,Bryales,Bryopsida,Mniaceae,Plagiomnium,NA,NA
Thuidium cymbifolium,gbif,GBIF:2679455,Thuidium cymbifolium,Plantae,Bryophyta,Hypnales,Bryopsida,Thuidiaceae,Thuidium,NA,NA
Brachythecium rutabulum,gbif,GBIF:2679898,Brachythecium rutabulum,Plantae,Bryophyta,Hypnales,Bryopsida,Brachytheciaceae,Brachythecium,NA,NA
Hypnum cupressiforme,gbif,GBIF:2681972,Hypnum cupressiforme,Plantae,Bryophyta,Hypnales,Bryopsida,Hypnaceae,Hypnum,NA,NA
Mnium hornum,gbif,GBIF:5282688,Mnium hornum,Plantae,Bryophyta,Bryales,Bryopsida,Mniaceae,Mnium,NA,NA
Plagiomnium affine,gbif,GBIF:2677623,Plagiomnium affine,Plantae,Bryophyta,Bryales,Bryopsida,Mniaceae,Plagiomnium,NA,NA
Plagiomnium undulatum,gbif,GBIF:2677622,Plagiomnium undulatum,Plantae,Bryophyta,Bryales,Bryopsida,Mniaceae,Plagiomnium,NA,NA
Tetracanthella afurcata,gbif,GBIF:2119783,Tetracanthella afurcata,Animalia,Arthropoda,Poduromorpha,Collembola,Isotomidae,Tetracanthella,NA,NA
Smithora naiadum,gbif,GBIF:2653831,Smithora naiadum,Plantae,Rhodophyta,Erythropeltidales,Compsopogonophyceae,Erythrotrichiaceae,Smithora,NA,NA
Asparagopsis armata,gbif,GBIF:5279840,Asparagopsis armata,Plantae,Rhodophyta,Bonnemaisoniales,Florideophyceae,Bonnemaisoniaceae,Asparagopsis,NA,NA
Callophyllis laciniata,gbif,GBIF:2666626,Callophyllis laciniata,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Kallymeniaceae,Callophyllis,NA,NA
Dilsea carnosa,gbif,GBIF:2667034,Dilsea carnosa,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Dumontiaceae,Dilsea,NA,NA
