abundance,year,genus,species,genus_species,fishbase_name,region,temp_min,temp_max,latitude,longitude,mean_summer_sst_degC
5,2000,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.640085,-59.61858,13.991000493367528
5,1997,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,44.620331,-60.251335,12.329333941141767
5,2006,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.516249,-59.704248,14.659333864847834
3,2000,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.311165,-59.66942,13.991000493367528
8,2000,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.3685,-59.500999,13.991000493367528
3,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.648584,-59.463001,13.765333811442064
3,2006,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.554584,-59.596249,14.659333864847834
2,1999,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.320086,-59.680836,15.342667261759434
2,2008,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.702335,-60.250919,14.10433387756347
5,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.480751,-60.297668,14.073667526245114
2,2000,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.341919,-58.252331,13.77866744995116
6,1995,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.676836,-60.298914,13.73933410644532
2,2008,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.726585,-59.739836,13.703334172566716
2,2003,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,40.577251,-67.599251,18.00700092315673
1,2000,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.310665,-60.328085,14.132000605265286
1,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.65,-59.491499,13.765333811442064
2,1997,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.376419,-58.554081,12.041000525156663
2,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.345837,-59.46925,13.698666890462263
1,2003,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,40.564831,-67.67625,18.00700092315673
1,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.353836,-59.46958,13.698666890462263
2,2003,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.39233,-59.711916,13.895333925882989
1,1996,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.351999,-59.710421,13.415333747863784
1,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.474501,-60.293751,14.073667526245114
1,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.54775,-60.3295,14.073667526245114
1,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.432251,-58.289166,13.474334081013987
1,2002,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.431831,-60.2875,14.190333684285466
1,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,44.28125,-60.366501,13.75600083669028
1,2009,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,44.348749,-60.57192,14.36866696675619
1,1998,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.468414,-59.428585,13.96033414204914
1,2006,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,44.687916,-61.36842,14.469333966573068
1,2006,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,44.628914,-66.254749,12.626000404357868
1,2009,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,41.687584,-69.571083,16.4543342590332
1,2007,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,44.263084,-60.431749,13.337667465209934
1,2008,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.324085,-59.4715,13.706000328063976
1,2007,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.647835,-58.747665,13.52266756693522
1,2002,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.560169,-59.418001,13.59366734822594
6,1999,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,46.679251,-60.256836,15.422000567118332
1,2008,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.375334,-59.7355,13.703334172566716
1,1999,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,42.745335,-65.311836,14.487000465393066
1,2008,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,44.308084,-59.5625,13.8763338724772
2,2005,Lumpenus,lampretaeformis,Lumpenus_lampretaeformis,Lumpenus lampretaeformis,Temperate,8,14,45.316416,-58.311501,13.474334081013987
4,1975,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.383331,-59.383331,11.913667201995834
3,1972,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.400002,-58.533329,12.733000755310032
3,1975,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.283329,-60.533329,12.189334233601896
3,1977,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,44.450001,-62.566669,12.03600088755288
3,1977,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.383331,-59.73333,12.379666964213062
2,1975,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,46.416672,-59.616669,12.17933400472004
2,1977,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.666672,-59.533329,12.379666964213062
1,1975,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,46.316669,-59.700001,12.17933400472004
1,1992,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.473579,-59.571585,12.753667513529464
1,1993,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,46.380169,-59.682085,12.557666937510186
74,1977,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.583328,-58.599998,12.156000614166256
6,1975,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.666672,-59.716671,11.913667201995834
8,1980,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.466671,-58.716671,11.93666728337604
4,1980,Lycodes,reticulatus,Lycodes_reticulatus,Lycodes reticulatus,Temperate,-0.899999976158142,3.5,45.700001,-59.48333,12.27200047175088
16,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.310665,-60.328085,14.132000605265286
20,1999,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.679251,-60.256836,15.422000567118332
4,1998,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.282999,-58.616249,13.788667360941556
22,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.344,-60.345085,13.792667071024605
5,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.36375,-58.401665,12.676666895548497
11,2004,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.56567,-59.533249,13.861000696818008
8,1996,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.618916,-58.2645,12.97600046793617
24,1984,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.633331,-60.316669,13.828001022338862
24,1993,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.69367,-59.30308,12.88866742451985
18,1991,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.689165,-58.715836,12.0170006752014
12,1993,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.33375,-59.28875,12.557666937510186
10,1974,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.5,-59.316669,11.94366757074991
10,1975,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.283329,-60.533329,12.189334233601896
10,1987,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.450001,-59.349998,13.612000783284508
5,1981,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.450001,-61.366669,13.042000452677406
5,1994,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.597919,-58.30567,13.77100086212158
4,1986,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.283329,-58.299999,11.7643338839213
4,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.320171,-59.458328,13.063666979471858
3,1986,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.683331,-58.666672,12.482000350952124
3,1987,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.26667,-60.533329,13.433667818705224
3,1988,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.349998,-59.73333,13.131667137146003
2,1981,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.666672,-59.333328,13.223667780558282
1,1986,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.533329,-58.466671,12.482000350952124
1,1987,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.383331,-59.683331,13.257000287373856
1,1987,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.26667,-59.450001,13.612000783284508
1,1992,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.473579,-59.571585,12.753667513529464
24,2006,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.701586,-60.310751,14.7833340962728
7,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.676836,-60.298914,13.73933410644532
15,1996,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.48558,-58.476585,12.97600046793617
2,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.286837,-59.285749,14.012000719706206
6,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.3685,-59.500999,13.991000493367528
5,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.648584,-59.463001,13.765333811442064
23,2003,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.437664,-60.27375,14.028667132059727
3,1996,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.570333,-59.552416,13.415333747863784
3,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.484081,-58.57975,13.77866744995116
3,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.65,-59.491499,13.765333811442064
4,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.487,-58.74942,13.77866744995116
1,2003,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.645498,-59.617084,14.21200052897134
1,1998,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.48975,-58.434502,13.788667360941556
5,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.643084,-58.550085,13.52266756693522
5,1998,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.432415,-59.334835,13.96033414204914
2,2006,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.358335,-60.743919,14.7833340962728
2,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.280331,-59.346165,13.284333864847849
1,2003,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.39975,-59.675335,14.052000363667783
5,1998,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.305334,-60.441,14.069333712259931
3,1997,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.401999000000004,-59.2505,12.66766738891601
3,2008,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.702335,-60.250919,14.10433387756347
1,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.54775,-59.64925,13.698666890462263
3,2002,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.511665,-59.413,13.80033397674562
9,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.69483,-59.424915,13.515333811442064
3,1999,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.655664,-59.414499,15.342667261759434
10,2006,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.532499,-59.606915,14.659333864847834
8,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.473171,-59.708334,13.063666979471858
1,2001,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.521166,-58.722416,13.625000317891432
7,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.341919,-58.252331,13.77866744995116
5,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.33075,-60.360085,13.792667071024605
1,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.480835,-58.306665,13.198667208353651
2,1997,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.62392,-58.262251,12.041000525156663
1,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.387501,-59.368586,13.975000381469718
4,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.425251,-60.36792,13.88433392842612
2,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.316416,-58.311501,13.474334081013987
2,1997,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.733086,-58.731834,12.041000525156663
5,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.588001,-58.38442,13.52266756693522
2,2006,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.428915,-59.310835,14.5393342971802
7,2001,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.303999,-59.35408,14.04700056711833
1,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.74317,-58.394001,13.77866744995116
2,2002,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.685251,-59.342585,13.48100058237714
5,2002,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.717749,-58.726999,13.47533416748049
5,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.54775,-60.3295,14.073667526245114
5,2006,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.516249,-59.704248,14.659333864847834
1,2001,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.67667,-58.478085,13.625000317891432
2,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.484751,-58.42008,13.77866744995116
1,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.590836,-59.459164,13.991000493367528
2,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.316584,-58.303165,13.77866744995116
1,2006,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.458164,-59.607666,14.5393342971802
2,1999,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.388414,-58.606081,15.044334093729669
1,2009,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.536917,-58.261335,14.058000564575202
3,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.28125,-60.366501,13.75600083669028
3,2006,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.554584,-59.596249,14.659333864847834
4,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.350914,-60.3505,13.792667071024605
2,1997,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.376419,-58.554081,12.041000525156663
1,1996,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.514086,-59.252085,13.415333747863784
1,1998,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.675917,-59.718334,14.283667246500633
2,2006,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.741915,-59.484835,14.659333864847834
1,2001,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.514,-58.2945,13.625000317891432
1,1996,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.488665,-58.286579,12.97600046793617
1,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.640085,-59.61858,13.991000493367528
1,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.647835,-58.747665,13.52266756693522
1,2001,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.459,-59.72933,14.04700056711833
1,2008,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.2805,-60.62475,13.746333758036297
1,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.253328,-60.4715,13.88433392842612
1,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.311165,-59.66942,13.991000493367528
1,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.447081,-59.665836,13.515333811442064
3,2003,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.39233,-59.711916,13.895333925882989
1,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.263084,-60.431749,13.337667465209934
3,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.319414,-58.29575,13.474334081013987
1,2002,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.469585,-59.627001,13.59366734822594
1,1999,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,42.524336,-67.268002,14.217000643412266
1,2007,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.268585,-57.633665,13.123334248860663
1,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.31925,-60.600584,14.06200059254963
1,2000,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.330336,-59.25342,13.991000493367528
1,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.474501,-60.293751,14.073667526245114
1,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.5975,-59.314251,13.698666890462263
98,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.309835,-60.32,13.34500090281167
45,1991,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.338085,-59.5725,12.36266692479452
32,1992,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.705999,-59.565586,12.994333902994809
11,1998,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.5695,-58.411329,13.788667360941556
36,2003,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,44.741665,-59.326,14.21200052897134
18,2002,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.639585,-58.296915,13.23100026448568
13,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.722836,-59.641079,13.063666979471858
32,1997,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.634918,-58.560585,12.041000525156663
79,1997,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.3095,-60.356501,12.711667378743496
5,2005,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.439251,-58.274086,13.474334081013987
38,1997,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.558331,-58.5725,12.041000525156663
6,1990,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,46.32617,-59.74225,12.57500076293945
6,1993,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.65242,-59.645664,12.610334396362294
10,2004,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.440584,-59.412331,13.698667208353656
19,1995,Lycodes,vahlii,Lycodes_vahlii,Lycodes vahlii,Temperate,0,5,45.398085,-58.55575,12.676666895548497
16,1981,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.599998,-66.416672,11.93633397420246
7,1981,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.666672,-61.349998,13.042000452677406
7,1991,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.43375,-62.437834,12.4513339996338
6,1980,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.366669,-59.333328,12.45933373769125
6,1981,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,43.616669,-63.583328,12.604333877563466
5,1979,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.400002,-61.716671,13.121000925699876
4,1982,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,43.666672,-63.549999,11.697000503540016
3,1981,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.366669,-59.466671,13.437000592549646
3,1983,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,46.683331,-59.433331,13.640333493550616
2,1981,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,43.549999,-63.299999,12.604333877563466
2,1988,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.283329,-61.533329,12.71033382415773
1,1974,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.400002,-61.533329,11.95766735076904
1,1977,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.433331,-59.366669,12.80266698201498
1,1977,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.316669,-59.316669,12.80266698201498
1,1979,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,43.466671,-60.466671,14.134334246317566
1,1980,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.566669,-61.616669,12.338667233785005
1,1985,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,45.633331,-58.299999,11.442000706990548
1,1985,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,46.533329,-59.333328,12.396000862121584
1,1986,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,43.73333,-62.433331,12.573667208353694
1,1986,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.700001,-61.450001,12.19433403015138
1,1987,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.549999,-61.316669,12.805333773295082
1,1988,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,43.633331,-62.433331,12.953667004903185
1,1989,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.299999,-61.450001,13.8753344217936
7,2006,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.397499,-61.31683,14.469333966573068
13,2000,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,45.434,-57.679499,13.578333854675272
1,1999,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.44492,-61.469086,15.170000712076831
10,2000,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.315001,-59.540415,14.206000645955395
7,1999,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,45.285086,-57.591665,14.749667485555
9,2004,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.333664,-57.512751,13.679334004720037
5,1996,Myxine,glutinosa,Myxine_glutinosa,Myxine glutinosa,Temperate,1.5,13,44.713579,-61.445665,13.028667132059764
